,rank,frequency,lemma
8287,8470,5.36,真摯
8288,8471,5.36,戸田
8289,8472,5.36,グレー
8290,8473,5.36,フィット
8291,8474,5.36,脅迫
8292,8475,5.36,双子
8293,8476,5.35,脱線
8294,8477,5.35,量的
8295,8478,5.35,緑色
8296,8479,5.35,過言
8297,8480,5.35,彰
8298,8481,5.35,会費
8299,8482,5.35,物語る
8300,8483,5.35,見渡す
8301,8484,5.34,前作
8302,8485,5.34,提訴
8303,8486,5.34,麻生
8304,8487,5.34,方程式
8305,8488,5.34,フォーク
8306,8489,5.34,ことに
8307,8490,5.34,反響
8308,8491,5.34,近辺
8309,8492,5.34,ァ
8310,8493,5.34,ビニール
8311,8494,5.34,両面
8312,8495,5.34,亮
8313,8496,5.34,過ごせる
8314,8497,5.34,密着
8315,8498,5.33,摩擦
8316,8499,5.33,糖尿
8317,8501,5.33,蛇
8318,8502,5.33,バッハ
8319,8503,5.33,死去
8320,8504,5.33,遠藤
8321,8505,5.33,甲斐
8322,8506,5.33,達人
8323,8507,5.33,レーザー
8324,8508,5.33,表れる
8325,8509,5.33,誘惑
8326,8510,5.33,進捗
8327,8511,5.33,脅かす
8328,8512,5.33,つぎ
8329,8513,5.33,終
8330,8514,5.32,玄
8331,8515,5.32,懸賞
8332,8516,5.32,ナショナル
8333,8517,5.32,田村
8334,8518,5.32,オート
8335,8519,5.32,切り離す
8336,8520,5.32,ハナ
8337,8521,5.32,凍結
8338,8522,5.32,模倣
8339,8523,5.32,おっさん
8340,8524,5.32,各々
8341,8525,5.32,鳴く
8342,8526,5.32,学べる
8343,8527,5.31,たす
8344,8528,5.31,延々と
8345,8529,5.31,消極
8346,8530,5.31,駆けつける
8347,8531,5.31,国外
8348,8532,5.31,談合
8349,8533,5.31,客席
8350,8534,5.31,女神
8351,8535,5.31,に関し
8352,8536,5.31,冷戦
8353,8537,5.31,キャプテン
8354,8538,5.31,引き取る
8355,8539,5.31,電流
8356,8540,5.3,ぜひとも
8357,8541,5.3,見地
8358,8542,5.3,衰退
8359,8543,5.3,心情
8360,8544,5.3,新潮
8361,8545,5.3,重み
8362,8546,5.3,かって
8363,8547,5.3,つねに
8364,8548,5.3,セカンド
8365,8549,5.29,深まる
8366,8550,5.29,労力
8367,8551,5.29,浮かべる
8368,8552,5.29,見当たる
8369,8553,5.29,松下
8370,8554,5.29,国歌
8371,8555,5.29,格段
8372,8556,5.29,栗
8373,8557,5.29,定例
8374,8558,5.29,伊
8375,8559,5.29,コンポーネント
8376,8560,5.29,競う
8377,8561,5.29,ウラ
8378,8562,5.29,陪審
8379,8563,5.29,懲役
8380,8564,5.28,ダイレクト
8381,8565,5.28,最良
8382,8566,5.28,味わい
8383,8567,5.28,買
8384,8568,5.28,ラッシュ
8385,8569,5.28,ちがい
8386,8570,5.28,ボトル
8387,8571,5.28,マリ
8388,8572,5.28,群れ
8389,8573,5.28,育
8390,8574,5.28,日数
8391,8575,5.28,来店
8392,8576,5.28,現物
8393,8577,5.28,慶
8394,8578,5.27,堅い
8395,8579,5.27,末期
8396,8580,5.27,うつ病
8397,8581,5.27,大げさ
8398,8582,5.27,水産
8399,8583,5.27,手助け
8400,8584,5.27,乱
8401,8585,5.26,遅刻
8402,8586,5.26,家屋
8403,8587,5.26,カート
8404,8588,5.26,直る
8405,8589,5.26,次長
8406,8590,5.26,非公開
8407,8591,5.26,表彰
8408,8592,5.26,公安
8409,8593,5.26,やむを得ない
8410,8594,5.26,式典
8411,8595,5.26,くさい
8412,8596,5.26,一角
8413,8597,5.26,歯医者
8414,8598,5.26,解約
8415,8599,5.26,簑
8416,8600,5.26,長距離
8417,8601,5.26,反復
8418,8602,5.26,本年度
8419,8603,5.26,取扱
8420,8604,5.26,ダーク
8421,8605,5.25,絶賛
8422,8606,5.25,無罪
8423,8607,5.25,持ち上げる
8424,8608,5.25,ディレクトリ
8425,8609,5.25,有罪
8426,8610,5.25,国益
8427,8611,5.25,悩ます
8428,8612,5.25,目前
8429,8613,5.25,くだらない
8430,8614,5.25,投与
8431,8615,5.25,甲子園
8432,8616,5.25,塊
8433,8617,5.24,伝承
8434,8618,5.24,所在
8435,8619,5.24,乗り換える
8436,8620,5.24,栃木
8437,8621,5.24,懇親
8438,8622,5.24,淳
8439,8623,5.24,われ
8440,8624,5.24,架空
8441,8625,5.24,津
8442,8626,5.24,乗り出す
8443,8627,5.24,コーン
8444,8628,5.24,きん
8445,8629,5.24,上空
8446,8630,5.24,美女
8447,8631,5.24,絶妙
8448,8632,5.24,楽章
8449,8633,5.24,陳述
8450,8634,5.24,ポピュラー
8451,8635,5.23,スマート
8452,8636,5.23,暖房
8453,8637,5.23,叶う
8454,8638,5.23,細部
8455,8639,5.23,菓子
8456,8640,5.23,生息
8457,8641,5.23,ともなう
8458,8642,5.22,虚偽
8459,8643,5.22,ふやす
8460,8644,5.22,継ぐ
8461,8645,5.22,教職員
8462,8646,5.22,ややこしい
8463,8647,5.22,情
8464,8648,5.22,一歩
8465,8649,5.22,フィル
8466,8650,5.22,反動
8467,8651,5.22,地道
8468,8652,5.22,巧み
8469,8653,5.22,笛
8470,8654,5.22,神田
8471,8655,5.22,孝
8472,8656,5.22,不調
8473,8657,5.22,算出
8474,8658,5.21,撤去
8475,8659,5.21,スローガン
8476,8660,5.21,法定
8477,8661,5.21,何やら
8478,8662,5.21,ガード
8479,8663,5.2,になう
8480,8664,5.2,オオカミ
8481,8665,5.2,埋まる
8482,8666,5.2,ジュニア
8483,8667,5.2,一時期
8484,8668,5.2,栄
8485,8669,5.2,出向く
8486,8670,5.2,事案
8487,8671,5.2,租税
8488,8672,5.2,タイル
8489,8673,5.19,且つ
8490,8674,5.19,極める
8491,8675,5.19,いつのまにか
8492,8676,5.19,命名
8493,8677,5.19,高層
8494,8678,5.18,稼動
8495,8679,5.18,無縁
8496,8680,5.18,躊躇
8497,8681,5.18,数少ない
8498,8682,5.18,浄化
8499,8683,5.18,はやい
8500,8684,5.18,呟く
8501,8685,5.18,アルミ
8502,8686,5.18,いか
8503,8687,5.18,十字架
8504,8688,5.18,速やか
8505,8689,5.18,則
8506,8690,5.18,傍聴
8507,8691,5.18,房
8508,8692,5.17,連鎖
8509,8693,5.17,ピース
8510,8694,5.17,バター
8511,8695,5.17,屋外
8512,8696,5.17,コンクール
8513,8697,5.17,鉱山
8514,8698,5.17,野口
8515,8699,5.17,過酷
8516,8700,5.17,適度
8517,8701,5.16,本名
8518,8702,5.16,任期
8519,8703,5.16,請願
8520,8704,5.16,象
8521,8705,5.16,デフォルト
8522,8706,5.16,インターフェース
8523,8707,5.16,はてな
8524,8708,5.16,ファイナル
8525,8709,5.16,うわ
8526,8710,5.16,冷える
8527,8711,5.16,なおさら
8528,8712,5.16,添加
8529,8713,5.15,燃焼
8530,8714,5.15,幽霊
8531,8715,5.15,自力
8532,8716,5.15,分け
8533,8717,5.15,立証
8534,8718,5.15,ひとつひとつ
8535,8719,5.15,神聖
8536,8720,5.15,フィクション
8537,8721,5.15,マルチメディア
8538,8722,5.15,寿
8539,8723,5.15,採点
8540,8724,5.14,操る
8541,8725,5.14,徒然
8542,8726,5.14,峰
8543,8727,5.14,暫く
8544,8728,5.14,案の定
8545,8729,5.14,視界
8546,8730,5.14,芯
8547,8731,5.14,打ち上げ
8548,8732,5.13,あて
8549,8733,5.13,礼儀
8550,8734,5.13,コメ
8551,8735,5.13,味わえる
8552,8736,5.13,使い勝手
8553,8737,5.13,監修
8554,8738,5.13,水泳
8555,8739,5.13,握手
8556,8740,5.12,アカ
8557,8741,5.12,くっつく
8558,8742,5.12,身内
8559,8743,5.12,沸く
8560,8744,5.12,暴行
8561,8745,5.12,大塚
8562,8746,5.12,紀
8563,8747,5.12,インク
8564,8748,5.12,オス
8565,8749,5.12,ナチス
8566,8750,5.12,牧場
8567,8751,5.12,戸惑う
8568,8752,5.12,移譲
8569,8753,5.11,惜しい
8570,8754,5.11,バーチャル
8571,8755,5.11,値上がり
8572,8756,5.11,主力
8573,8757,5.11,パレード
8574,8758,5.11,きまる
8575,8759,5.11,相関
8576,8760,5.11,スケート
8577,8761,5.11,補欠
8578,8762,5.11,プレミアム
8579,8763,5.11,広
8580,8764,5.11,すすむ
8581,8765,5.11,スイング
8582,8766,5.11,大物
8583,8767,5.11,方位
8584,8768,5.1,土木
8585,8769,5.1,呆れる
8586,8770,5.1,ブー
8587,8771,5.1,イスラム教
8588,8772,5.1,めでたい
8589,8773,5.1,アナウンサー
8590,8774,5.09,パーソナル
8591,8775,5.09,俳句
8592,8776,5.09,恵み
8593,8777,5.09,腸
8594,8778,5.09,北欧
8595,8779,5.09,様相
8596,8780,5.09,ありま
8597,8781,5.09,農場
8598,8782,5.09,ルイ
8599,8783,5.09,対面
8600,8784,5.09,工芸
8601,8785,5.09,自我
8602,8786,5.09,鐘
8603,8787,5.09,おしまい
8604,8788,5.08,追い出す
8605,8789,5.08,流石
8606,8790,5.08,出展
8607,8791,5.08,ずーっと
8608,8792,5.08,論者
8609,8793,5.08,貰える
8610,8794,5.08,肺
8611,8795,5.07,正統
8612,8796,5.07,捜す
8613,8797,5.07,着ける
8614,8798,5.07,断片
8615,8799,5.07,腐敗
8616,8800,5.07,帯びる
8617,8801,5.07,ミル
8618,8802,5.07,責務
8619,8803,5.07,リスニング
8620,8804,5.07,クシ
8621,8805,5.07,戦線
8622,8806,5.07,年月
8623,8807,5.07,車線
8624,8808,5.07,駐在
8625,8809,5.07,聴衆
8626,8810,5.07,襲撃
8627,8811,5.07,ささやか
8628,8812,5.07,中傷
8629,8813,5.06,託す
8630,8814,5.06,落下
8631,8815,5.06,ライダー
8632,8816,5.06,党首
8633,8817,5.06,麦
8634,8818,5.06,主宰
8635,8819,5.05,ウォーター
8636,8820,5.05,終盤
8637,8821,5.05,日月
8638,8822,5.05,悪口
8639,8824,5.05,謙虚
8640,8825,5.05,締める
8641,8826,5.05,神戸大
8642,8827,5.04,じん
8643,8828,5.04,血管
8644,8829,5.04,幕府
8645,8830,5.04,たりる
8646,8831,5.04,遵守
8647,8832,5.04,火事
8648,8833,5.04,からむ
8649,8834,5.04,メロディ
8650,8835,5.03,ネス
8651,8836,5.03,今さら
8652,8837,5.03,原田
8653,8838,5.03,復習
8654,8839,5.03,うさぎ
8655,8840,5.03,快感
8656,8841,5.03,すき
8657,8842,5.03,欠席
8658,8843,5.03,沢
8659,8844,5.03,位置づけ
8660,8845,5.03,人組
8661,8846,5.03,早く
8662,8847,5.03,ワクチン
8663,8848,5.03,釣る
8664,8849,5.02,そろえる
8665,8850,5.02,種々
8666,8851,5.02,ベランダ
8667,8852,5.02,アドバイザー
8668,8853,5.02,糖
8669,8854,5.02,漬け
8670,8855,5.02,猶予
8671,8856,5.02,詞
8672,8857,5.02,開花
8673,8858,5.02,洪水
8674,8859,5.02,起用
8675,8860,5.02,一通り
8676,8861,5.01,球場
8677,8862,5.01,内科
8678,8863,5.01,シニア
8679,8864,5.01,瀬
8680,8865,5.01,潜む
8681,8866,5.01,体育館
8682,8867,5.01,あれだけ
8683,8868,5.01,物足りない
8684,8869,5.01,おきる
8685,8870,5.01,仕入れる
8686,8871,5.01,下げ
8687,8872,5.01,先立つ
8688,8873,5.01,交通省
8689,8874,5.01,合致
8690,8875,5.01,マインド
8691,8876,5.0,つきあう
8692,8877,5.0,なにやら
8693,8878,5.0,大人気
8694,8879,5.0,智
8695,8880,5.0,しみじみ
8696,8881,5.0,燃やす
8697,8882,5.0,止め
8698,8883,5.0,岩波
8699,8884,5.0,切
8700,8885,5.0,三角
8701,8886,4.99,ウォン
8702,8887,4.99,あらわす
8703,8888,4.99,リック
8704,8889,4.99,快楽
8705,8890,4.99,力学
8706,8891,4.99,ナシ
8707,8892,4.99,朗読
8708,8893,4.99,部落
8709,8894,4.99,ボブ
8710,8895,4.99,ヘリ
8711,8896,4.99,ヲ
8712,8897,4.98,油断
8713,8898,4.98,神学
8714,8899,4.98,乱暴
8715,8900,4.98,すける
8716,8901,4.98,ダイヤモンド
8717,8902,4.97,音質
8718,8903,4.97,ウッド
8719,8904,4.97,慣習
8720,8905,4.97,ラマ
8721,8906,4.97,連れ
8722,8907,4.97,神殿
8723,8908,4.97,道のり
8724,8909,4.97,法規
8725,8910,4.97,目線
8726,8911,4.97,紅葉
8727,8912,4.97,思い浮かべる
8728,8913,4.97,争点
8729,8914,4.97,ハッ
8730,8915,4.97,物流
8731,8916,4.96,入浴
8732,8917,4.96,厳選
8733,8918,4.96,ワイヤレス
8734,8919,4.96,合衆国
8735,8920,4.96,送り出す
8736,8921,4.96,医院
8737,8922,4.96,輝き
8738,8923,4.96,打ち上げる
8739,8924,4.96,漏れ
8740,8925,4.96,立ち向かう
8741,8926,4.96,撤回
8742,8927,4.96,君たち
8743,8928,4.96,何もかも
8744,8929,4.95,積み重ねる
8745,8930,4.95,税収
8746,8931,4.95,レーニン
8747,8932,4.95,まかせる
8748,8933,4.95,小島
8749,8934,4.94,いむ
8750,8935,4.94,処罰
8751,8936,4.94,グラウンド
8752,8937,4.94,採取
8753,8938,4.94,と同時に
8754,8939,4.94,義務づける
8755,8940,4.94,手書き
8756,8941,4.94,フラ
8757,8942,4.94,無理やり
8758,8943,4.94,ミネラル
8759,8944,4.94,ピザ
8760,8945,4.94,甘える
8761,8946,4.94,準決勝
8762,8947,4.94,在籍
8763,8948,4.94,帰属
8764,8949,4.94,踏み出す
8765,8950,4.94,どる
8766,8951,4.94,集う
8767,8952,4.94,経常
8768,8953,4.93,初頭
8769,8954,4.93,頼り
8770,8955,4.93,申込む
8771,8956,4.93,レール
8772,8957,4.93,ざっと
8773,8958,4.93,覚え
8774,8959,4.93,ゆえに
8775,8960,4.93,冷める
8776,8961,4.93,法学部
8777,8962,4.93,東部
8778,8963,4.93,巨額
8779,8964,4.92,切断
8780,8965,4.92,罰則
8781,8966,4.92,インデックス
8782,8967,4.92,嫌がる
8783,8968,4.92,内心
8784,8969,4.92,成す
8785,8970,4.92,尊厳
8786,8971,4.92,校舎
8787,8972,4.92,ばれる
8788,8973,4.92,猪瀬
8789,8974,4.92,ドライ
8790,8975,4.92,敗退
8791,8976,4.92,さわやか
8792,8977,4.92,地形
8793,8978,4.92,静
8794,8979,4.91,和歌山
8795,8980,4.91,大野
8796,8981,4.91,不祥事
8797,8982,4.91,張
8798,8983,4.91,目玉
8799,8984,4.91,起因
8800,8985,4.91,ネガティブ
8801,8986,4.9,絆
8802,8987,4.9,プレート
8803,8988,4.9,南京
8804,8989,4.9,カエル
8805,8990,4.9,暗示
8806,8991,4.9,女子高
8807,8992,4.9,レモン
8808,8993,4.9,規律
8809,8994,4.9,見当
8810,8995,4.9,女房
8811,8996,4.9,優雅
8812,8997,4.9,留める
8813,8998,4.9,敵対
8814,8999,4.9,シドニー
8815,9000,4.9,聴ける
8816,9001,4.9,ヒアリング
8817,9002,4.9,気持ちいい
8818,9003,4.9,おわる
8819,9004,4.9,償還
8820,9006,4.89,スリ
8821,9007,4.89,驚かす
8822,9008,4.89,ぽん
8823,9009,4.89,全日本
8824,9010,4.89,帰り道
8825,9011,4.89,つとめる
8826,9012,4.89,バレエ
8827,9013,4.88,町内
8828,9014,4.88,ほほ
8829,9015,4.88,写す
8830,9016,4.88,昇る
8831,9017,4.88,税務
8832,9018,4.88,工法
8833,9019,4.88,デメリット
8834,9020,4.88,肖像
8835,9021,4.88,もも
8836,9022,4.88,知らす
8837,9023,4.88,外食
8838,9024,4.88,モーター
8839,9025,4.88,クリス
8840,9026,4.88,キープ
8841,9027,4.88,奏者
8842,9028,4.88,所見
8843,9029,4.88,区間
8844,9030,4.88,ハンガリー
8845,9031,4.88,浮かび上がる
8846,9032,4.87,うま
8847,9033,4.87,解剖
8848,9034,4.87,威力
8849,9035,4.87,永
8850,9036,4.87,異論
8851,9037,4.87,ビジネスマン
8852,9038,4.87,ビートルズ
8853,9039,4.87,翌
8854,9040,4.87,儲け
8855,9041,4.86,市街
8856,9042,4.86,持ち歩く
8857,9043,4.86,飾り
8858,9044,4.86,肥満
8859,9045,4.86,恵
8860,9046,4.86,人事院
8861,9047,4.86,拳
8862,9048,4.86,キャベツ
8863,9049,4.86,エキサイト
8864,9050,4.86,深
8865,9051,4.85,らっしゃる
8866,9052,4.85,余分
8867,9053,4.85,無難
8868,9054,4.85,転
8869,9055,4.85,成し遂げる
8870,9056,4.85,一晩
8871,9057,4.85,断定
8872,9058,4.85,誉める
8873,9059,4.85,ヶ所
8874,9060,4.85,たがる
8875,9061,4.85,ドラえもん
8876,9062,4.85,帰れる
8877,9063,4.85,銀河
8878,9064,4.84,昭
8879,9065,4.84,現す
8880,9066,4.84,満開
8881,9067,4.84,野外
8882,9068,4.84,こん
8883,9069,4.84,妖精
8884,9070,4.84,薦める
8885,9071,4.84,片
8886,9072,4.84,爽やか
8887,9073,4.84,薄
8888,9074,4.84,追放
8889,9075,4.84,高田
8890,9076,4.84,探求
8891,9077,4.84,加算
8892,9078,4.83,運動会
8893,9079,4.83,便り
8894,9080,4.83,真っ白
8895,9081,4.83,湘南
8896,9082,4.83,農林省
8897,9083,4.83,家内
8898,9084,4.83,博多
8899,9085,4.83,ぬる
8900,9086,4.83,プログラマ
8901,9087,4.83,扶助
8902,9088,4.83,取組
8903,9089,4.83,格闘技
8904,9090,4.83,声優
8905,9091,4.83,出回る
8906,9092,4.82,冷やす
8907,9093,4.82,華やか
8908,9094,4.82,リーディング
8909,9095,4.82,ナショナリズム
8910,9096,4.82,プラザ
8911,9097,4.82,墓地
8912,9098,4.82,強行
8913,9099,4.82,絶える
8914,9100,4.82,近づける
8915,9101,4.82,忍耐
8916,9102,4.82,風水
8917,9103,4.82,けっして
8918,9104,4.82,月額
8919,9105,4.82,無関心
8920,9106,4.82,御礼
8921,9107,4.82,シアター
8922,9108,4.82,回戦
8923,9109,4.82,ドリーム
8924,9110,4.82,スキャン
8925,9111,4.81,作物
8926,9112,4.81,団地
8927,9113,4.81,褒美
8928,9114,4.81,枯れる
8929,9115,4.81,濃厚
8930,9116,4.81,有権者
8931,9117,4.81,積み上げる
8932,9118,4.81,受容
8933,9119,4.8,採決
8934,9120,4.8,無用
8935,9121,4.8,駆る
8936,9122,4.8,上流
8937,9123,4.8,拭く
8938,9124,4.8,カタカナ
8939,9125,4.8,鳥取
8940,9126,4.8,電圧
8941,9127,4.8,逃げ出す
8942,9128,4.79,パラメータ
8943,9129,4.79,自民
8944,9130,4.79,でかける
8945,9131,4.79,シネマ
8946,9132,4.79,線路
8947,9133,4.79,催す
8948,9134,4.79,サーフィン
8949,9135,4.79,納豆
8950,9136,4.79,マネ
8951,9137,4.79,配送
8952,9138,4.79,食器
8953,9139,4.79,最高裁判所
8954,9140,4.79,遠征
8955,9141,4.79,積もる
8956,9142,4.79,トピックス
8957,9143,4.79,つぶれる
8958,9144,4.79,ライス
8959,9145,4.78,ビラ
8960,9146,4.78,手足
8961,9147,4.78,ウィリアム
8962,9148,4.78,回想
8963,9149,4.78,めったに
8964,9150,4.78,ただただ
8965,9151,4.78,芸人
8966,9152,4.78,愉快
8967,9153,4.78,やす
8968,9154,4.78,シャンプー
8969,9155,4.78,越し
8970,9156,4.78,盾
8971,9157,4.78,名曲
8972,9158,4.77,カレッジ
8973,9159,4.77,図式
8974,9160,4.77,詰め
8975,9161,4.77,接客
8976,9162,4.77,唄
8977,9163,4.77,徳島
8978,9164,4.77,懸命
8979,9165,4.77,薫
8980,9166,4.77,なんらかの
8981,9167,4.77,喰う
8982,9168,4.77,併用
8983,9169,4.77,平凡
8984,9170,4.77,働きかける
8985,9171,4.77,わる
8986,9172,4.76,時価
8987,9173,4.76,少い
8988,9174,4.76,刺身
8989,9175,4.76,下降
8990,9176,4.76,ピラミッド
8991,9177,4.76,仮名
8992,9178,4.76,インテル
8993,9179,4.76,タコ
8994,9180,4.76,ロイヤル
8995,9181,4.76,面す
8996,9182,4.75,ぞう
8997,9183,4.75,レーベル
8998,9184,4.75,政治家
8999,9185,4.75,戦犯
9000,9186,4.75,評
9001,9187,4.75,デッキ
9002,9188,4.75,リース
9003,9189,4.75,彩
9004,9190,4.75,翌朝
9005,9191,4.75,迄
9006,9192,4.75,詰
9007,9193,4.75,改修
9008,9194,4.75,遠隔
9009,9195,4.74,拠出
9010,9196,4.74,考古学
9011,9197,4.74,危惧
9012,9198,4.74,純正
9013,9199,4.74,コス
9014,9200,4.74,蛙
9015,9201,4.74,上旬
9016,9202,4.73,大家
9017,9203,4.73,入金
9018,9204,4.73,粒子
9019,9205,4.73,わがまま
9020,9206,4.73,転ぶ
9021,9207,4.73,閉店
9022,9208,4.73,百貨店
9023,9209,4.73,官邸
9024,9210,4.73,悟る
9025,9211,4.73,たびたび
9026,9212,4.73,不完全
9027,9213,4.73,そいつ
9028,9214,4.73,配備
9029,9215,4.73,パチ
9030,9216,4.73,やけど
9031,9217,4.72,閉まる
9032,9218,4.72,クッキー
9033,9219,4.72,善意
9034,9220,4.72,函
9035,9221,4.72,予め
9036,9222,4.72,聡
9037,9223,4.72,日の丸
9038,9224,4.71,ミラノ
9039,9225,4.71,馬券
9040,9226,4.71,礼
9041,9227,4.71,綿
9042,9228,4.71,万が一
9043,9229,4.71,若年
9044,9230,4.71,命題
9045,9231,4.71,湿る
9046,9232,4.71,ハッカー
9047,9233,4.71,先程
9048,9234,4.7,広範
9049,9235,4.7,価
9050,9236,4.7,民家
9051,9237,4.7,松山
9052,9238,4.7,っきり
9053,9239,4.7,プロセッサ
9054,9240,4.7,精
9055,9241,4.7,焼肉
9056,9242,4.69,法学
9057,9243,4.69,狂気
9058,9244,4.69,洞
9059,9245,4.69,ゴールデン
9060,9246,4.69,暗闇
9061,9247,4.69,筆頭
9062,9248,4.69,創価学会
9063,9249,4.69,レコーダー
9064,9250,4.69,撮れる
9065,9251,4.68,水槽
9066,9252,4.68,返品
9067,9253,4.68,採算
9068,9254,4.68,籠
9069,9255,4.68,押しつける
9070,9256,4.68,フラン
9071,9257,4.68,上院
9072,9258,4.68,焼
9073,9259,4.68,暗記
9074,9260,4.68,いくらか
9075,9261,4.68,爆破
9076,9262,4.68,出動
9077,9263,4.68,ソフトウエア
9078,9264,4.68,動揺
9079,9265,4.68,結城
9080,9266,4.68,音源
9081,9267,4.68,銅
9082,9268,4.67,ピアニスト
9083,9269,4.67,着陸
9084,9270,4.67,捏造
9085,9271,4.67,星野
9086,9272,4.67,耐久
9087,9273,4.67,資材
9088,9274,4.67,講
9089,9275,4.67,無力
9090,9276,4.67,教諭
9091,9277,4.67,みかん
9092,9278,4.67,小道具
9093,9279,4.67,ネクタイ
9094,9280,4.67,お宅
9095,9281,4.67,もち
9096,9282,4.67,強要
9097,9283,4.67,名人
9098,9284,4.67,言説
9099,9285,4.66,大工
9100,9286,4.66,差し上げる
9101,9287,4.66,いっそ
9102,9288,4.66,ナノ
9103,9289,4.66,はん
9104,9290,4.66,内訳
9105,9291,4.66,室長
9106,9292,4.66,わん
9107,9293,4.66,アトピー
9108,9294,4.65,浜松
9109,9295,4.65,投じる
9110,9296,4.65,吉川
9111,9297,4.65,救出
9112,9298,4.65,財務省
9113,9299,4.65,着替える
9114,9300,4.65,お正月
9115,9301,4.65,超越
9116,9302,4.65,亡命
9117,9303,4.65,足跡
9118,9304,4.65,優良
9119,9305,4.65,ウォール
9120,9306,4.65,預言
9121,9307,4.65,マレー
9122,9308,4.65,言い分
9123,9309,4.65,薔薇
9124,9310,4.65,名付ける
9125,9311,4.64,昆虫
9126,9312,4.64,作動
9127,9313,4.64,映し出す
9128,9314,4.64,水素
9129,9315,4.64,わぁ
9130,9316,4.64,婚約
9131,9317,4.64,まじ
9132,9318,4.64,コップ
9133,9319,4.64,岡崎
9134,9320,4.64,撒く
9135,9321,4.64,フセイン
9136,9322,4.64,活気
9137,9323,4.64,製薬
9138,9324,4.64,思い出せる
9139,9325,4.63,ループ
9140,9326,4.63,接種
9141,9327,4.63,仕上がる
9142,9328,4.63,エール
9143,9329,4.63,オウム
9144,9330,4.63,カルト
9145,9331,4.62,込
9146,9332,4.62,伝道
9147,9333,4.62,延ばす
9148,9334,4.62,悲鳴
9149,9335,4.62,乾杯
9150,9336,4.62,不適切
9151,9337,4.62,総研
9152,9338,4.62,味付け
9153,9339,4.62,口コミ
9154,9340,4.62,ぐっと
9155,9341,4.62,フレンチ
9156,9342,4.62,宜しく
9157,9343,4.62,アラビア
9158,9344,4.62,さく
9159,9345,4.62,商社
9160,9346,4.62,本題
9161,9347,4.61,暴動
9162,9348,4.61,わっ
9163,9349,4.61,艇
9164,9350,4.61,短
9165,9351,4.61,赴任
9166,9352,4.61,ティッシュ
9167,9353,4.61,地価
9168,9354,4.61,ダイナミック
9169,9355,4.61,損傷
9170,9356,4.61,ゲイツ
9171,9357,4.61,カラス
9172,9358,4.61,おばあさん
9173,9359,4.6,つと
9174,9360,4.6,選抜
9175,9361,4.6,大橋
9176,9362,4.6,空白
9177,9363,4.6,片山
9178,9364,4.6,ピッタリ
9179,9365,4.6,キムチ
9180,9366,4.6,脱却
9181,9367,4.6,余儀ない
9182,9368,4.6,カギ
9183,9369,4.6,オリーブ
9184,9370,4.6,部数
9185,9371,4.6,多摩
9186,9372,4.6,ムダ
9187,9373,4.6,薬局
9188,9374,4.59,早稲田
9189,9375,4.59,救急車
9190,9376,4.59,ちょい
9191,9377,4.59,理系
9192,9378,4.59,離れ
9193,9379,4.59,枕
9194,9380,4.59,攻め
9195,9381,4.59,マクドナルド
9196,9382,4.59,リッチ
9197,9383,4.59,無言
9198,9384,4.58,蝶
9199,9385,4.58,いまさら
9200,9386,4.58,試練
9201,9387,4.58,歌声
9202,9388,4.58,ためらう
9203,9389,4.58,初級
9204,9390,4.58,免れる
9205,9391,4.58,ざる
9206,9392,4.58,失望
9207,9393,4.58,生き生き
9208,9394,4.58,院長
9209,9395,4.58,直行
9210,9396,4.58,寛
9211,9397,4.58,見舞い
9212,9398,4.58,多用
9213,9399,4.58,却下
9214,9400,4.58,洞窟
9215,9401,4.58,それどころか
9216,9402,4.58,アナリスト
9217,9403,4.58,細か
9218,9404,4.58,ネーミング
9219,9405,4.57,零細
9220,9406,4.57,好く
9221,9407,4.57,ハーフ
9222,9408,4.57,みつける
9223,9409,4.57,走り回る
9224,9410,4.57,張り
9225,9411,4.57,類型
9226,9412,4.57,抜け出す
9227,9413,4.56,昼休み
9228,9414,4.56,消耗
9229,9415,4.56,撤廃
9230,9416,4.56,即す
9231,9417,4.56,仰る
9232,9418,4.56,たら
9233,9419,4.56,畜産
9234,9420,4.56,利権
9235,9421,4.56,スルー
9236,9422,4.56,啓蒙
9237,9423,4.56,曜日
9238,9424,4.56,弾力
9239,9425,4.56,全開
9240,9426,4.56,厄介
9241,9428,4.56,熊谷
9242,9429,4.56,エンターテイメント
9243,9430,4.56,カ年
9244,9431,4.55,またもや
9245,9432,4.55,ロープ
9246,9433,4.55,近畿
9247,9434,4.55,先方
9248,9435,4.55,ストライキ
9249,9436,4.55,染める
9250,9437,4.55,響
9251,9438,4.55,フィルタ
9252,9439,4.55,ミン
9253,9440,4.55,山梨
9254,9441,4.55,柴田
9255,9442,4.55,イブ
9256,9443,4.55,ディナー
9257,9444,4.55,こないだ
9258,9445,4.55,勘弁
9259,9446,4.54,頂上
9260,9447,4.54,お子様
9261,9448,4.54,思いやり
9262,9449,4.54,海水
9263,9450,4.54,ウラン
9264,9451,4.54,いままで
9265,9452,4.54,地盤
9266,9453,4.54,世田谷
9267,9454,4.54,りんご
9268,9455,4.54,路地
9269,9456,4.54,ディーラー
9270,9457,4.54,ならびに
9271,9458,4.54,なめる
9272,9459,4.54,事後
9273,9460,4.54,バイオリン
9274,9461,4.53,未定
9275,9462,4.53,くくる
9276,9463,4.53,盛り上がり
